,Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,SCA,GCA,PassLive,PassLive,Sh,SoT,Dist,FK,PK,np:G-xG,Season,Team
18,2023-12-26,17:30,Matchweek 19,Tue,Away,W,2,0,Burnley,1.8,0.8,68,21624.0,Virgil van Dijk,4-3-3,Paul Tierney,Match Report,,32.0,4.0,25.0,3.0,19.0,10.0,17.4,0.0,0,0.2,2023,Liverpool
19,2024-01-01,20:00,Matchweek 20,Mon,Home,W,4,2,Newcastle Utd,7.0,0.6,61,57471.0,Virgil van Dijk,4-3-3,Anthony Taylor,Match Report,,58.0,8.0,43.0,7.0,32.0,12.0,16.2,0.0,1,-2.4,2023,Liverpool
20,2024-01-21,16:30,Matchweek 21,Sun,Away,W,4,0,Bournemouth,1.5,1.4,60,11228.0,Virgil van Dijk,4-3-3,Andy Madley,Match Report,,24.0,8.0,19.0,8.0,14.0,7.0,19.2,0.0,0,2.5,2023,Liverpool
21,2024-01-31,20:15,Matchweek 22,Wed,Home,W,4,1,Chelsea,2.9,0.6,50,57524.0,Virgil van Dijk,4-3-3,Paul Tierney,Match Report,,46.0,7.0,33.0,5.0,27.0,13.0,19.9,2.0,0,1.9,2023,Liverpool
22,2024-02-04,16:30,Matchweek 23,Sun,Away,L,1,3,Arsenal,0.4,3.5,57,60374.0,Virgil van Dijk,4-3-3,Anthony Taylor,Match Report,,19.0,0.0,17.0,0.0,10.0,1.0,19.7,0.0,0,-0.4,2023,Liverpool
23,2024-02-10,15:00,Matchweek 24,Sat,Home,W,3,1,Burnley,2.8,1.3,70,59896.0,Virgil van Dijk,4-3-3,Tim Robinson,Match Report,,44.0,4.0,35.0,3.0,25.0,10.0,15.4,0.0,0,0.2,2023,Liverpool
24,2024-02-17,12:30,Matchweek 25,Sat,Away,W,4,1,Brentford,2.8,1.6,62,17193.0,Virgil van Dijk,4-3-3,Michael Oliver,Match Report,,26.0,8.0,18.0,6.0,15.0,8.0,15.9,1.0,0,1.2,2023,Liverpool
25,2024-02-21,19:30,Matchweek 26,Wed,Home,W,4,1,Luton Town,3.3,0.9,60,59713.0,Virgil van Dijk,4-3-3,Andy Madley,Match Report,,49.0,4.0,30.0,1.0,29.0,13.0,16.9,0.0,0,0.7,2023,Liverpool
26,2024-03-02,15:00,Matchweek 27,Sat,Away,W,1,0,Nott'ham Forest,2.0,1.0,69,29603.0,Virgil van Dijk,4-3-3,Paul Tierney,Match Report,,37.0,1.0,31.0,1.0,22.0,1.0,14.6,0.0,0,-1.0,2023,Liverpool
27,2024-03-10,15:45,Matchweek 28,Sun,Home,D,1,1,Manchester City,2.7,1.6,53,59947.0,Virgil van Dijk,4-3-3,Michael Oliver,Match Report,,28.0,1.0,22.0,0.0,18.0,5.0,19.0,1.0,1,-1.9,2023,Liverpool
28,2024-03-31,14:00,Matchweek 30,Sun,Home,W,2,1,Brighton,2.8,0.5,55,60061.0,Virgil van Dijk,4-3-3,David Coote,Match Report,,59.0,4.0,52.0,4.0,30.0,8.0,16.6,0.0,0,-0.8,2023,Liverpool
29,2024-04-04,19:30,Matchweek 31,Thu,Home,W,3,1,Sheffield Utd,1.8,0.6,82,60055.0,Virgil van Dijk,4-3-3,Stuart Attwell,Match Report,,54.0,4.0,43.0,4.0,29.0,9.0,18.1,1.0,0,1.2,2023,Liverpool
30,2024-04-07,15:30,Matchweek 32,Sun,Away,D,2,2,Manchester Utd,3.6,0.7,62,73501.0,Virgil van Dijk,4-3-3,Anthony Taylor,Match Report,,51.0,4.0,36.0,2.0,27.0,6.0,17.5,0.0,1,-1.9,2023,Liverpool
31,2024-04-14,14:00,Matchweek 33,Sun,Home,L,0,1,Crystal Palace,2.7,2.0,69,60090.0,Virgil van Dijk,4-3-3,Chris Kavanagh,Match Report,,39.0,0.0,27.0,0.0,21.0,5.0,12.5,1.0,0,-2.7,2023,Liverpool
32,2024-04-21,16:30,Matchweek 34,Sun,Away,W,3,1,Fulham,1.0,0.8,60,24414.0,Virgil van Dijk,4-3-3,Craig Pawson,Match Report,,22.0,5.0,18.0,3.0,14.0,7.0,18.8,2.0,0,2.0,2023,Liverpool
33,2024-04-24,20:00,Matchweek 29,Wed,Away,L,0,2,Everton,2.1,1.2,75,38222.0,Virgil van Dijk,4-3-3,Andy Madley,Match Report,,41.0,0.0,36.0,0.0,23.0,7.0,16.8,0.0,0,-2.1,2023,Liverpool
34,2024-04-27,12:30,Matchweek 35,Sat,Away,D,2,2,West Ham,1.7,0.7,71,62474.0,Virgil van Dijk,4-3-3,Anthony Taylor,Match Report,,51.0,2.0,40.0,2.0,28.0,8.0,16.6,1.0,0,-0.7,2023,Liverpool
35,2024-05-05,16:30,Matchweek 36,Sun,Home,W,4,2,Tottenham,3.3,1.2,44,60075.0,Virgil van Dijk,4-3-3,Paul Tierney,Match Report,,41.0,7.0,32.0,4.0,25.0,12.0,15.3,0.0,0,0.7,2023,Liverpool
36,2024-05-13,20:00,Matchweek 37,Mon,Away,D,3,3,Aston Villa,1.7,3.1,59,42241.0,Virgil van Dijk,4-3-3,Simon Hooper,Match Report,,26.0,3.0,20.0,0.0,14.0,7.0,17.1,0.0,0,0.3,2023,Liverpool
37,2024-05-19,16:00,Matchweek 38,Sun,Home,W,2,0,Wolves,4.5,0.5,67,60059.0,Virgil van Dijk,4-3-3,Chris Kavanagh,Match Report,,64.0,3.0,43.0,2.0,36.0,13.0,14.8,0.0,0,-2.5,2023,Liverpool
0,2023-08-12,17:30,Matchweek 1,Sat,Away,L,1,5,Newcastle Utd,1.8,3.3,48,52207.0,John McGinn,4-2-3-1,Andy Madley,Match Report,,30.0,2.0,18.0,2.0,16.0,6.0,14.5,1.0,0,-0.8,2023,AstonVilla
1,2023-08-20,14:00,Matchweek 2,Sun,Home,W,4,0,Everton,2.9,0.6,60,41694.0,John McGinn,4-2-3-1,Anthony Taylor,Match Report,,23.0,5.0,18.0,2.0,12.0,6.0,18.5,0.0,1,0.8,2023,AstonVilla
2,2023-08-27,14:00,Matchweek 3,Sun,Away,W,3,1,Burnley,2.5,0.7,43,21591.0,John McGinn,3-4-3,Michael Salisbury,Match Report,,24.0,5.0,19.0,4.0,16.0,6.0,13.4,0.0,0,0.5,2023,AstonVilla
3,2023-09-03,14:00,Matchweek 4,Sun,Away,L,0,3,Liverpool,0.7,2.5,37,50109.0,John McGinn,4-4-2,Simon Hooper,Match Report,,17.0,0.0,13.0,0.0,9.0,3.0,12.5,0.0,0,-0.7,2023,AstonVilla
4,2023-09-16,15:00,Matchweek 5,Sat,Home,W,3,1,Crystal Palace,3.0,1.2,66,40809.0,John McGinn,4-2-3-1,Darren England,Match Report,,26.0,6.0,20.0,5.0,15.0,4.0,16.2,0.0,1,-0.3,2023,AstonVilla
5,2023-09-24,14:00,Matchweek 6,Sun,Away,W,1,0,Chelsea,1.0,1.3,47,39700.0,John McGinn,4-2-3-1,Jarred Gillett,Match Report,,22.0,1.0,13.0,0.0,15.0,7.0,18.2,1.0,0,0.0,2023,AstonVilla
6,2023-09-30,12:30,Matchweek 7,Sat,Home,W,6,1,Brighton,1.6,1.7,39,40636.0,John McGinn,4-2-3-1,Andy Madley,Match Report,,30.0,9.0,20.0,7.0,19.0,9.0,17.9,1.0,0,3.4,2023,AstonVilla
7,2023-10-08,14:00,Matchweek 8,Sun,Away,D,1,1,Wolves,1.6,1.7,53,31425.0,John McGinn,4-4-2,Robert Jones,Match Report,,33.0,2.0,25.0,2.0,18.0,4.0,16.6,0.0,0,-0.6,2023,AstonVilla
8,2023-10-22,16:30,Matchweek 9,Sun,Home,W,4,1,West Ham,1.9,1.1,58,41734.0,John McGinn,4-4-2,David Coote,Match Report,,30.0,8.0,21.0,6.0,14.0,6.0,19.6,0.0,1,1.9,2023,AstonVilla
9,2023-10-29,14:00,Matchweek 10,Sun,Home,W,3,1,Luton Town,2.3,0.5,70,41785.0,John McGinn,4-4-2,John Brooks,Match Report,,32.0,4.0,25.0,2.0,17.0,6.0,14.5,0.0,0,-0.3,2023,AstonVilla
10,2023-11-05,14:00,Matchweek 11,Sun,Away,L,0,2,Nott'ham Forest,1.2,0.4,73,29313.0,John McGinn,4-4-2,Jarred Gillett,Match Report,,26.0,0.0,26.0,0.0,13.0,3.0,14.0,0.0,0,-1.2,2023,AstonVilla
11,2023-11-12,14:00,Matchweek 12,Sun,Home,W,3,1,Fulham,3.0,0.9,51,41608.0,John McGinn,4-2-2-2,Simon Hooper,Match Report,,22.0,4.0,16.0,3.0,12.0,6.0,13.5,0.0,0,-1.0,2023,AstonVilla
12,2023-11-26,14:00,Matchweek 13,Sun,Away,W,2,1,Tottenham,1.7,2.3,38,61679.0,John McGinn,4-4-2,Robert Jones,Match Report,,29.0,4.0,17.0,2.0,15.0,5.0,16.6,1.0,0,0.3,2023,AstonVilla
13,2023-12-03,14:00,Matchweek 14,Sun,Away,D,2,2,Bournemouth,0.7,2.0,62,11191.0,John McGinn,4-4-2,Thomas Bramall,Match Report,,19.0,4.0,13.0,4.0,11.0,3.0,19.2,1.0,0,1.3,2023,AstonVilla
14,2023-12-06,20:15,Matchweek 15,Wed,Home,W,1,0,Manchester City,2.3,0.6,46,41421.0,John McGinn,4-4-1-1,John Brooks,Match Report,,33.0,2.0,20.0,2.0,22.0,7.0,18.9,0.0,0,-1.3,2023,AstonVilla
15,2023-12-09,17:30,Matchweek 16,Sat,Home,W,1,0,Arsenal,0.6,1.4,39,42000.0,John McGinn,4-4-1-1,Jarred Gillett,Match Report,,14.0,2.0,11.0,2.0,10.0,3.0,20.8,1.0,0,0.4,2023,AstonVilla
16,2023-12-17,14:00,Matchweek 17,Sun,Away,W,2,1,Brentford,1.4,0.5,66,17034.0,John McGinn,3-5-2,David Coote,Match Report,,28.0,4.0,25.0,3.0,15.0,5.0,16.7,0.0,0,0.6,2023,AstonVilla
17,2023-12-22,20:00,Matchweek 18,Fri,Home,D,1,1,Sheffield Utd,0.9,0.6,77,41651.0,John McGinn,4-4-1-1,Anthony Taylor,Match Report,,21.0,2.0,16.0,2.0,12.0,4.0,17.5,0.0,0,0.1,2023,AstonVilla
18,2023-12-26,20:00,Matchweek 19,Tue,Away,L,2,3,Manchester Utd,1.7,1.1,54,73574.0,John McGinn,4-2-3-1,Craig Pawson,Match Report,,20.0,4.0,15.0,1.0,10.0,3.0,14.6,1.0,0,0.3,2023,AstonVilla
19,2023-12-30,15:00,Matchweek 20,Sat,Home,W,3,2,Burnley,3.2,1.2,64,41613.0,John McGinn,4-4-1-1,Stuart Attwell,Match Report,,36.0,6.0,29.0,4.0,18.0,6.0,16.9,1.0,1,-0.4,2023,AstonVilla
20,2024-01-14,14:00,Matchweek 21,Sun,Away,D,0,0,Everton,1.2,1.1,68,39284.0,John McGinn,4-4-2,David Coote,Match Report,,30.0,0.0,25.0,0.0,16.0,4.0,14.2,0.0,0,-1.2,2023,AstonVilla
21,2024-01-30,20:15,Matchweek 22,Tue,Home,L,1,3,Newcastle Utd,1.4,2.6,61,42191.0,John McGinn,4-4-2,John Brooks,Match Report,,24.0,2.0,19.0,2.0,12.0,5.0,14.3,0.0,0,-0.4,2023,AstonVilla
22,2024-02-03,17:30,Matchweek 23,Sat,Away,W,5,0,Sheffield Utd,2.2,1.4,63,30187.0,John McGinn,4-2-3-1,Paul Tierney,Match Report,,26.0,8.0,18.0,6.0,14.0,9.0,15.8,1.0,0,2.8,2023,AstonVilla
23,2024-02-11,16:30,Matchweek 24,Sun,Home,L,1,2,Manchester Utd,2.4,1.8,56,42185.0,John McGinn,4-2-3-1,Robert Jones,Match Report,,42.0,1.0,32.0,0.0,23.0,9.0,16.7,1.0,0,-1.4,2023,AstonVilla
24,2024-02-17,15:00,Matchweek 25,Sat,Away,W,2,1,Fulham,1.5,1.5,48,24401.0,John McGinn,4-2-3-1,Lewis Smith,Match Report,,20.0,2.0,11.0,2.0,12.0,3.0,16.8,1.0,0,0.5,2023,AstonVilla
25,2024-02-24,15:00,Matchweek 26,Sat,Home,W,4,2,Nott'ham Forest,3.6,2.6,58,42131.0,John McGinn,4-2-3-1,Samuel Barrott,Match Report,,27.0,7.0,20.0,5.0,16.0,6.0,14.3,2.0,0,0.4,2023,AstonVilla
26,2024-03-02,17:30,Matchweek 27,Sat,Away,W,3,2,Luton Town,1.9,1.8,54,11594.0,John McGinn,4-2-3-1,Michael Oliver,Match Report,,22.0,6.0,15.0,2.0,12.0,8.0,12.5,0.0,0,1.1,2023,AstonVilla
27,2024-03-10,13:00,Matchweek 28,Sun,Home,L,0,4,Tottenham,0.8,1.5,32,42310.0,John McGinn,5-3-2,Chris Kavanagh,Match Report,,18.0,0.0,13.0,0.0,10.0,1.0,14.1,0.0,0,-0.8,2023,AstonVilla
28,2024-03-17,14:00,Matchweek 29,Sun,Away,D,1,1,West Ham,0.7,2.0,69,62461.0,Emiliano Martínez,4-4-2,Jarred Gillett,Match Report,,26.0,2.0,21.0,2.0,13.0,5.0,20.6,0.0,0,0.3,2023,AstonVilla
29,2024-03-30,17:30,Matchweek 30,Sat,Home,W,2,0,Wolves,1.0,1.5,48,42640.0,Emiliano Martínez,4-4-2,Paul Tierney,Match Report,,22.0,4.0,16.0,2.0,11.0,5.0,14.7,0.0,0,1.0,2023,AstonVilla
30,2024-04-03,20:15,Matchweek 31,Wed,Away,L,1,4,Manchester City,0.8,3.4,33,53422.0,Douglas Luiz,4-2-3-1,Darren England,Match Report,,16.0,2.0,12.0,2.0,8.0,3.0,12.4,0.0,0,0.2,2023,AstonVilla
31,2024-04-06,15:00,Matchweek 32,Sat,Home,D,3,3,Brentford,1.5,1.5,69,42118.0,John McGinn,4-4-1-1,Michael Salisbury,Match Report,,21.0,6.0,16.0,6.0,11.0,3.0,12.1,1.0,0,1.5,2023,AstonVilla
32,2024-04-14,16:30,Matchweek 33,Sun,Away,W,2,0,Arsenal,0.9,1.6,48,60350.0,John McGinn,4-2-3-1,David Coote,Match Report,,13.0,4.0,9.0,3.0,11.0,2.0,18.8,1.0,0,1.1,2023,AstonVilla
33,2024-04-21,15:00,Matchweek 34,Sun,Home,W,3,1,Bournemouth,2.4,1.8,56,42189.0,John McGinn,4-2-3-1,Tim Robinson,Match Report,,27.0,5.0,22.0,3.0,15.0,5.0,14.8,0.0,0,0.6,2023,AstonVilla
34,2024-04-27,20:00,Matchweek 35,Sat,Home,D,2,2,Chelsea,1.1,1.6,29,42354.0,John McGinn,4-4-1-1,Craig Pawson,Match Report,,17.0,2.0,14.0,2.0,9.0,4.0,15.0,0.0,0,-0.1,2023,AstonVilla
35,2024-05-05,14:00,Matchweek 36,Sun,Away,L,0,1,Brighton,0.1,2.5,48,31596.0,John McGinn,4-2-3-1,Robert Jones,Match Report,,1.0,0.0,1.0,0.0,2.0,1.0,23.2,0.0,0,-0.1,2023,AstonVilla
36,2024-05-13,20:00,Matchweek 37,Mon,Home,D,3,3,Liverpool,3.1,1.7,41,42241.0,John McGinn,4-2-3-1,Simon Hooper,Match Report,,32.0,4.0,21.0,2.0,19.0,5.0,15.2,0.0,0,-0.1,2023,AstonVilla
37,2024-05-19,16:00,Matchweek 38,Sun,Away,L,0,5,Crystal Palace,0.9,2.5,46,25191.0,John McGinn,4-4-2,Darren Bond,Match Report,,13.0,0.0,5.0,0.0,8.0,2.0,13.8,0.0,0,-0.9,2023,AstonVilla
0,2023-08-13,14:00,Matchweek 1,Sun,Away,D,2,2,Brentford,1.3,2.2,69,17066.0,Son Heung-min,4-2-3-1,Robert Jones,Match Report,,27.0,4.0,18.0,2.0,18.0,6.0,19.6,0.0,0,0.7,2023,TottenhamHotspur
1,2023-08-19,17:30,Matchweek 2,Sat,Home,W,2,0,Manchester Utd,1.7,2.1,55,61910.0,Son Heung-min,4-2-3-1,Michael Oliver,Match Report,,30.0,2.0,21.0,2.0,17.0,6.0,13.8,0.0,0,-0.7,2023,TottenhamHotspur
2,2023-08-26,12:30,Matchweek 3,Sat,Away,W,2,0,Bournemouth,2.1,0.7,56,10567.0,Son Heung-min,4-2-3-1,Tim Robinson,Match Report,,32.0,4.0,23.0,4.0,17.0,6.0,16.6,1.0,0,-0.1,2023,TottenhamHotspur
3,2023-09-02,15:00,Matchweek 4,Sat,Away,W,5,2,Burnley,2.2,1.3,53,21750.0,Son Heung-min,4-2-3-1,Darren England,Match Report,,33.0,8.0,27.0,7.0,21.0,11.0,19.3,0.0,0,2.8,2023,TottenhamHotspur
4,2023-09-16,15:00,Matchweek 5,Sat,Home,W,2,1,Sheffield Utd,2.1,0.7,70,61706.0,Son Heung-min,4-2-3-1,Peter Bankes,Match Report,,54.0,4.0,45.0,3.0,28.0,10.0,16.4,0.0,0,-0.1,2023,TottenhamHotspur
5,2023-09-24,14:00,Matchweek 6,Sun,Away,D,2,2,Arsenal,1.4,1.8,53,60156.0,Son Heung-min,4-2-3-1,Robert Jones,Match Report,,22.0,4.0,17.0,2.0,13.0,5.0,16.0,0.0,0,0.6,2023,TottenhamHotspur
6,2023-09-30,17:30,Matchweek 7,Sat,Home,W,2,1,Liverpool,2.2,1.3,64,62001.0,Son Heung-min,4-2-3-1,Simon Hooper,Match Report,,46.0,2.0,40.0,2.0,24.0,8.0,19.8,0.0,0,-1.2,2023,TottenhamHotspur
7,2023-10-07,12:30,Matchweek 8,Sat,Away,W,1,0,Luton Town,1.9,0.8,66,10290.0,Son Heung-min,4-2-3-1,John Brooks,Match Report,,25.0,2.0,19.0,1.0,15.0,4.0,16.9,1.0,0,-0.9,2023,TottenhamHotspur
8,2023-10-23,20:00,Matchweek 9,Mon,Home,W,2,0,Fulham,1.5,1.0,55,61286.0,Son Heung-min,4-2-3-1,Anthony Taylor,Match Report,,26.0,4.0,16.0,3.0,15.0,5.0,17.2,0.0,0,0.5,2023,TottenhamHotspur
9,2023-10-27,20:00,Matchweek 10,Fri,Away,W,2,1,Crystal Palace,1.1,0.6,75,25074.0,Son Heung-min,4-2-3-1,Andy Madley,Match Report,,18.0,2.0,15.0,2.0,10.0,1.0,19.5,1.0,0,-0.1,2023,TottenhamHotspur
10,2023-11-06,20:00,Matchweek 11,Mon,Home,L,1,4,Chelsea,0.9,4.1,40,61726.0,Son Heung-min,4-2-3-1,Michael Oliver,Match Report,,15.0,2.0,8.0,2.0,8.0,5.0,23.5,1.0,0,0.1,2023,TottenhamHotspur
11,2023-11-11,12:30,Matchweek 12,Sat,Away,L,1,2,Wolves,0.7,2.1,58,31642.0,Son Heung-min,4-3-3,Tim Robinson,Match Report,,12.0,2.0,9.0,2.0,6.0,2.0,17.5,0.0,0,0.3,2023,TottenhamHotspur
12,2023-11-26,14:00,Matchweek 13,Sun,Home,L,1,2,Aston Villa,2.3,1.7,62,61679.0,Son Heung-min,4-2-3-1,Robert Jones,Match Report,,34.0,2.0,21.0,1.0,18.0,7.0,14.0,0.0,0,-1.3,2023,TottenhamHotspur
13,2023-12-03,16:30,Matchweek 14,Sun,Away,D,3,3,Manchester City,0.5,2.6,45,53473.0,Son Heung-min,4-2-3-1,Simon Hooper,Match Report,,14.0,6.0,10.0,5.0,8.0,4.0,20.7,0.0,0,2.5,2023,TottenhamHotspur
14,2023-12-07,20:15,Matchweek 15,Thu,Home,L,1,2,West Ham,1.8,2.2,74,61171.0,Son Heung-min,4-2-3-1,Michael Salisbury,Match Report,,42.0,1.0,31.0,0.0,23.0,6.0,17.1,1.0,0,-0.8,2023,TottenhamHotspur
15,2023-12-10,16:30,Matchweek 16,Sun,Home,W,4,1,Newcastle Utd,3.8,1.7,56,61171.0,Son Heung-min,4-2-3-1,Chris Kavanagh,Match Report,,44.0,8.0,35.0,6.0,22.0,10.0,15.5,0.0,1,0.0,2023,TottenhamHotspur
16,2023-12-15,20:00,Matchweek 17,Fri,Away,W,2,0,Nott'ham Forest,1.5,1.3,66,29296.0,Son Heung-min,4-2-3-1,Jarred Gillett,Match Report,,21.0,2.0,16.0,2.0,12.0,6.0,12.5,0.0,0,0.5,2023,TottenhamHotspur
17,2023-12-23,15:00,Matchweek 18,Sat,Home,W,2,1,Everton,1.5,1.8,61,61808.0,Son Heung-min,4-2-3-1,Stuart Attwell,Match Report,,24.0,3.0,21.0,2.0,13.0,6.0,15.1,0.0,0,0.5,2023,TottenhamHotspur
18,2023-12-28,19:30,Matchweek 19,Thu,Away,L,2,4,Brighton,2.3,3.2,55,31675.0,Son Heung-min,4-2-3-1,Jarred Gillett,Match Report,,35.0,2.0,27.0,2.0,19.0,3.0,15.2,1.0,0,-0.3,2023,TottenhamHotspur
19,2023-12-31,14:00,Matchweek 20,Sun,Home,W,3,1,Bournemouth,2.3,1.7,50,61780.0,Son Heung-min,4-3-3,Simon Hooper,Match Report,,21.0,6.0,16.0,5.0,12.0,6.0,14.7,0.0,0,0.7,2023,TottenhamHotspur
20,2024-01-14,16:30,Matchweek 21,Sun,Away,D,2,2,Manchester Utd,1.2,0.8,63,73489.0,Cristian Romero,4-3-3,John Brooks,Match Report,,29.0,4.0,21.0,3.0,16.0,5.0,14.4,0.0,0,0.8,2023,TottenhamHotspur
21,2024-01-31,19:30,Matchweek 22,Wed,Home,W,3,2,Brentford,2.9,1.6,67,61210.0,Cristian Romero,4-2-3-1,David Coote,Match Report,,33.0,4.0,24.0,2.0,19.0,5.0,14.3,0.0,0,0.1,2023,TottenhamHotspur
22,2024-02-03,12:30,Matchweek 23,Sat,Away,D,2,2,Everton,1.0,2.6,57,39321.0,Cristian Romero,4-2-3-1,Michael Oliver,Match Report,,16.0,4.0,11.0,4.0,9.0,6.0,17.8,0.0,0,1.0,2023,TottenhamHotspur
23,2024-02-10,15:00,Matchweek 24,Sat,Home,W,2,1,Brighton,1.6,1.2,52,61445.0,Cristian Romero,4-2-3-1,Samuel Barrott,Match Report,,27.0,2.0,21.0,2.0,16.0,6.0,17.1,1.0,0,0.4,2023,TottenhamHotspur
24,2024-02-17,15:00,Matchweek 25,Sat,Home,L,1,2,Wolves,1.6,1.8,71,61532.0,Son Heung-min,4-2-3-1,Anthony Taylor,Match Report,,26.0,2.0,17.0,0.0,15.0,4.0,14.3,0.0,0,-0.6,2023,TottenhamHotspur
25,2024-03-02,15:00,Matchweek 27,Sat,Home,W,3,1,Crystal Palace,1.9,0.3,78,61339.0,Son Heung-min,4-2-3-1,John Brooks,Match Report,,24.0,4.0,19.0,2.0,14.0,6.0,13.5,0.0,0,1.1,2023,TottenhamHotspur
26,2024-03-10,13:00,Matchweek 28,Sun,Away,W,4,0,Aston Villa,1.5,0.8,68,42310.0,Son Heung-min,4-2-3-1,Chris Kavanagh,Match Report,,18.0,8.0,15.0,7.0,9.0,5.0,14.9,0.0,0,2.5,2023,TottenhamHotspur
27,2024-03-16,17:30,Matchweek 29,Sat,Away,L,0,3,Fulham,2.4,2.6,57,24410.0,Son Heung-min,4-2-3-1,Robert Jones,Match Report,,26.0,0.0,23.0,0.0,14.0,5.0,14.0,0.0,0,-2.4,2023,TottenhamHotspur
28,2024-03-30,15:00,Matchweek 30,Sat,Home,W,2,1,Luton Town,2.9,0.5,70,61534.0,Son Heung-min,4-2-3-1,Jarred Gillett,Match Report,,32.0,2.0,26.0,2.0,17.0,2.0,14.5,1.0,0,-1.9,2023,TottenhamHotspur
29,2024-04-02,20:15,Matchweek 31,Tue,Away,D,1,1,West Ham,1.0,1.5,67,62469.0,Son Heung-min,4-2-3-1,John Brooks,Match Report,,26.0,2.0,24.0,2.0,13.0,4.0,17.4,0.0,0,0.0,2023,TottenhamHotspur
30,2024-04-07,18:00,Matchweek 32,Sun,Home,W,3,1,Nott'ham Forest,1.5,1.5,63,61098.0,Son Heung-min,4-2-3-1,Simon Hooper,Match Report,,33.0,4.0,27.0,4.0,17.0,7.0,20.2,1.0,0,0.5,2023,TottenhamHotspur
31,2024-04-13,12:30,Matchweek 33,Sat,Away,L,0,4,Newcastle Utd,0.8,2.8,72,52147.0,Son Heung-min,4-2-3-1,Tim Robinson,Match Report,,22.0,0.0,21.0,0.0,11.0,2.0,19.0,0.0,0,-0.8,2023,TottenhamHotspur
32,2024-04-28,14:00,Matchweek 35,Sun,Home,L,2,3,Arsenal,2.3,1.0,62,61554.0,Son Heung-min,4-2-3-1,Michael Oliver,Match Report,,24.0,2.0,16.0,0.0,14.0,1.0,16.8,0.0,1,-0.6,2023,TottenhamHotspur
33,2024-05-02,19:30,Matchweek 26,Thu,Away,L,0,2,Chelsea,1.6,2.2,63,39086.0,Son Heung-min,4-2-3-1,Robert Jones,Match Report,,35.0,0.0,30.0,0.0,19.0,3.0,16.9,0.0,0,-1.6,2023,TottenhamHotspur
34,2024-05-05,16:30,Matchweek 36,Sun,Away,L,2,4,Liverpool,1.2,3.3,56,60075.0,Son Heung-min,4-3-3,Paul Tierney,Match Report,,20.0,4.0,17.0,4.0,11.0,6.0,21.6,1.0,0,0.8,2023,TottenhamHotspur
35,2024-05-11,15:00,Matchweek 37,Sat,Home,W,2,1,Burnley,2.7,0.7,63,61148.0,Son Heung-min,4-3-3,Jarred Gillett,Match Report,,35.0,4.0,27.0,3.0,21.0,9.0,16.0,0.0,0,-0.7,2023,TottenhamHotspur
36,2024-05-14,20:00,Matchweek 34,Tue,Home,L,0,2,Manchester City,1.7,2.4,53,61065.0,Son Heung-min,4-3-1-2,Chris Kavanagh,Match Report,,17.0,0.0,14.0,0.0,10.0,5.0,15.0,0.0,0,-1.7,2023,TottenhamHotspur
37,2024-05-19,16:00,Matchweek 38,Sun,Away,W,3,0,Sheffield Utd,3.1,1.0,75,29116.0,Son Heung-min,4-2-3-1,Andy Madley,Match Report,,35.0,6.0,30.0,6.0,18.0,9.0,14.4,1.0,0,-0.1,2023,TottenhamHotspur
0,2023-08-13,16:30,Matchweek 1,Sun,Home,D,1,1,Liverpool,1.4,1.3,65,40096.0,Reece James,3-4-3,Anthony Taylor,Match Report,,19.0,2.0,15.0,2.0,10.0,4.0,13.2,1.0,0,-0.4,2023,Chelsea
1,2023-08-20,16:30,Matchweek 2,Sun,Away,L,1,3,West Ham,2.5,1.8,75,62451.0,Ben Chilwell,3-4-3,John Brooks,Match Report,,30.0,2.0,19.0,1.0,16.0,3.0,17.1,0.0,0,-0.7,2023,Chelsea
2,2023-08-25,20:00,Matchweek 3,Fri,Home,W,3,0,Luton Town,2.2,0.4,67,39893.0,Ben Chilwell,3-4-3,Robert Jones,Match Report,,35.0,6.0,23.0,5.0,19.0,8.0,14.2,1.0,0,0.8,2023,Chelsea
3,2023-09-02,15:00,Matchweek 4,Sat,Home,L,0,1,Nott'ham Forest,2.3,0.8,75,39820.0,Ben Chilwell,3-4-3,Tim Robinson,Match Report,,38.0,0.0,28.0,0.0,21.0,2.0,17.7,2.0,0,-2.3,2023,Chelsea
4,2023-09-17,14:00,Matchweek 5,Sun,Away,D,0,0,Bournemouth,1.8,1.0,64,10421.0,Conor Gallagher,4-2-3-1,David Coote,Match Report,,26.0,0.0,19.0,0.0,14.0,6.0,15.0,1.0,0,-1.8,2023,Chelsea
5,2023-09-24,14:00,Matchweek 6,Sun,Home,L,0,1,Aston Villa,1.3,1.0,53,39700.0,Conor Gallagher,4-2-3-1,Jarred Gillett,Match Report,,17.0,0.0,16.0,0.0,10.0,4.0,17.8,0.0,0,-1.3,2023,Chelsea
6,2023-10-02,20:00,Matchweek 7,Mon,Away,W,2,0,Fulham,1.7,1.1,44,24445.0,Conor Gallagher,4-3-3,Tim Robinson,Match Report,,14.0,3.0,9.0,2.0,11.0,4.0,19.8,1.0,0,0.3,2023,Chelsea
7,2023-10-07,15:00,Matchweek 8,Sat,Away,W,4,1,Burnley,1.9,0.7,62,21654.0,Conor Gallagher,4-3-3,Stuart Attwell,Match Report,,18.0,6.0,14.0,3.0,8.0,4.0,18.1,0.0,1,0.9,2023,Chelsea
